id,title,difficulty,distance_m,duration_min,altitude_diff,altitude_start,has_rentals,lift_available,is_open,is_prepared,location,activity_type,activity_type_enc,location_enc
smgpoi3194a01a18570dfb666517c3675a7ffb,03 Section cross country track Gsiesertal Valley: circuit Mooswald trail S. Maddalena 3 km,2,900.0,4.2,183.0,1467.0,1,0,1,0,Gsies/Valle di Casies,other,5,25
smgpoi71f266d1b52170025f0b47691331ea1c,04 Cross country track Gsiesertal Valley – connection to the 3 Zinnen Dolomites,2,900.0,4.2,183.0,1107.0,1,0,0,0,Welsberg-Taisten/Monguelfo-Tesido,other,5,115
smgpoi8683d8a950d921aec3e8fecadd8928b8,04 Cross country stadium Nordic Arena  FISI - Nathalie,2,900.0,4.2,183.0,1215.0,0,0,1,0,Toblach/Dobbiaco,other,5,99
smgpoib633594e831bee18af6735d3bafa01e1,05 Cross country stadium Nordic Arena FISI - Saskia,2,900.0,4.2,183.0,1215.0,0,0,0,0,Toblach/Dobbiaco,other,5,99
smgpoif443a24d8eecd6879f8c45e1f740b311,06 Connection lake of Toblach/Dobbiaco variant,2,900.0,4.2,183.0,1257.0,0,0,1,0,Toblach/Dobbiaco,other,5,99
smgpoi4f54d676185c758efb9f8241fe7ff38a_reduced,10K Run,2,900.0,4.2,183.0,913.0,0,0,1,0,Prad am Stilfser Joch/Prato allo Stelvio,other,5,66
smgpoi0a7428b48777b69eb4c1a615926e5f3c,10 Langenstein/Orso,2,900.0,4.2,183.0,2350.0,1,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoia414943cd7c03e107e6d73d6668a985b,11 Toblach/Dobbiaco: Gemärk/Cimabanche - Cross country stadium Nordic Arena (variant) - section Cimabanche– War Cemetry closed,2,900.0,4.2,183.0,1212.0,0,0,1,0,Unknown,other,5,105
smgpoi743046225cac40fe02eae184237db84f,11B Toblach/Dobbiaco: Round Val Fonda ,2,900.0,4.2,183.0,1445.0,0,0,0,0,Toblach/Dobbiaco,other,5,99
smgpoi078883a95ff002aa246b5b99da5bb9d7,11 Summit Tour,2,900.0,4.2,183.0,1074.0,0,0,0,0,Rasen-Antholz/Rasun Anterselva,other,5,70
smgpoi463cb17898d87d08f30ed2c3019b9656_reduced,11 Cross country ski stadium Toblach/Dobbiaco - Lake of Toblach/Dobbiaco (variant),2,900.0,4.2,183.0,1256.0,0,0,1,0,Toblach/Dobbiaco,other,5,99
smgpoib962fcab4368d334e041d5f0da07387d,11 Cross country stadium Toblach/Dobbiaco - Gemärk/Cimabanche (open until the Lake of Landro),2,900.0,4.2,183.0,1258.0,0,0,1,0,Toblach/Dobbiaco,other,5,99
smgpoiad3c773e036821e1bb837e8e87befc74_reduced,11 Toblach / Dobbiaco: View of the Three Peaks - Gemärk/Cimabanche (only skating),2,900.0,4.2,183.0,1214.0,0,0,1,0,Prags/Braies,other,5,67
smgpoifd6e51282a0154ec3d5a7beef1ab11ed,12a Pendio classico,2,900.0,4.2,183.0,2190.0,0,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoi5bf119c73b1340f4ca69a1510e0f1668,12b Collegamento,2,900.0,4.2,183.0,2000.0,1,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoi965e9f987f73c927194e9923e3118922,12 Pulpito/Kanzel,2,900.0,4.2,183.0,1900.0,1,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoic841c0bed1ccdd643955065a696eed34,"12 Track, around the village of Toblach/Dobbiaco",2,900.0,4.2,183.0,1202.0,0,0,0,0,Toblach/Dobbiaco,other,5,99
smgpoice711f3b0158ab156c609d8661363a6c,13a Innichen/San Candido chairlift Haunold/Baranci - direction Toblach/Dobbiaco (meadow) ,2,900.0,4.2,183.0,1196.0,1,0,0,0,Innichen/San Candido,other,5,27
smgpoief5c31fed67c7deb7fdccecd12180a79,13b Innichen/San Candido Hotel Walter - Toblach / Dobbiaco,2,900.0,4.2,183.0,1195.0,0,0,0,0,Innichen/San Candido,other,5,27
smgpoif2d04f76ea1ebd6c8e3aedd506fba35a,13 San Candido/Innichen chairlift Haunold/Baranci - direction Toblach/Dobbiaco (forest),2,900.0,4.2,183.0,1196.0,1,0,1,0,Innichen/San Candido,other,5,27
smgpoi17faaa004cf1379acfb36ca943176ba1,"13 Nordic Arena -  San Candido, lift Haunold (wood) ",2,900.0,4.2,183.0,1215.0,0,0,1,0,Toblach/Dobbiaco,other,5,99
smgpoi3b2c4f2b047d2331964301d7aa1c7671,13 Discesa di Zay,2,900.0,4.2,183.0,2200.0,1,0,0,0,Stilfs/Stelvio,hiking,4,90
smgpoic04ac23f78350bfcf1cda5b31ee2d98a,14a Des Alpes 2,2,900.0,4.2,183.0,2550.0,1,0,0,0,Stilfs/Stelvio,hiking,4,90
smgpoi122fb26fea02abe7981ec3b337f6e47b,14 Des Alpes 1,2,900.0,4.2,183.0,2550.0,1,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoi569586dd3a8b10f4aaa7df8046154781,14   Ski hiking trai Schluderbach/Carbonin - Plätzwiese/Prato Piazza ,2,900.0,4.2,183.0,1458.0,0,0,1,0,Prags/Braies,general,3,67
smgpoi3626ad8176d23c0a5997cd3f5b718cec,15 Innichen/San Candido Hotel Brandl - Vierschach/Versciaco,2,900.0,4.2,183.0,1166.0,0,0,0,0,Innichen/San Candido,other,5,27
smgpoiefd61fc94bfdb00d608f26861a62e117,15 Ortler,2,900.0,4.2,183.0,2289.0,0,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoiffbf32ee7596962f67898b04b5f3a875,16a SEXTEN - Gasthaus Alte Säge - Schmieden ,2,900.0,4.2,183.0,1260.0,0,0,1,0,Sexten/Sesto,other,5,84
smgpoi710cb772e28a6d53eeda6495bb501262,16b SEXTEN - Schmieden - Waldheim,2,900.0,4.2,183.0,1270.0,0,0,1,0,Sexten/Sesto,other,5,84
smgpoi942c854854bb425958e9dda69287f20b,16 Innichen/San Candido - direction Sexten/Sesto (Restaurant Alte Säge) ,2,900.0,4.2,183.0,1181.0,1,0,1,0,Innichen/San Candido,other,5,27
smgpoic2fc819a4e293dad44696b571a244767,16 Rosim,2,900.0,4.2,183.0,2359.0,0,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoi5ff6181e4cef3c4e6f87fa8c35008b3d,17a SEXTEN - Waldheim - Mühlenhof,2,900.0,4.2,183.0,1358.0,0,0,1,0,Sexten/Sesto,other,5,84
smgpoi6e83f6e13bd72ef819976c58d86f1509,17b SEXTEN - Mühlenhof - Fischleintal Valley,2,900.0,4.2,183.0,1365.0,0,0,1,0,Sexten/Sesto,other,5,84
smgpoiafcfff9d239d17ce2f54af895baa20d5,18a SEXTEN - Short Circular Trail in the Fischleintal Valley ,2,900.0,4.2,183.0,1453.0,0,0,1,0,Sexten/Sesto,other,5,84
smgpoi8880543191b6edd01722ea07a32bb32a,18 SEXTEN - Circular Trail in the Fischleintal Valley ,2,900.0,4.2,183.0,1453.0,0,0,1,0,Sexten/Sesto,other,5,84
smgpoi7fef8af6604814ffa25beaee760159b7,19 SEXTEN - Circular Trail in the Lärchenwiese,2,900.0,4.2,183.0,1358.0,0,0,0,0,Sexten/Sesto,other,5,84
smgpoi0d37440bb67a7353de9e7102534dd86d,1a Madriccio,2,900.0,4.2,183.0,2850.0,1,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoie5f1d040122d7b6fc3550e91b183e80f,1b Discesa a valle,2,900.0,4.2,183.0,2200.0,1,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoiddcea9c36e0c1efc0e6f0b83a4826cc9,1c Kanonenrohr,2,900.0,4.2,183.0,1900.0,1,0,0,0,Stilfs/Stelvio,hiking,4,90
smgpoi3a13cf280b56cd840750c4ff1be9b56d,1 Madriccio,2,900.0,4.2,183.0,2610.0,1,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoi5968129a367155f98aa52175da22fd02,1 Pista Thöni,2,900.0,4.2,183.0,1570.0,0,0,1,0,Stilfs/Stelvio,hiking,4,90
dss_187043,2000,4,1989.0,9.0,390.0,1520.0,0,0,1,0,Unknown,general,3,105
smgpoi7888b47a9d49baef538f03dfef80f4d0,201 Carezza Trail,2,900.0,4.2,183.0,1743.0,1,0,0,0,Welschnofen/Nova Levante,other,5,116
smgpoid3a2cd78fcd87d0204e38e8b402abf80,207 Sellaronda MTB TOUR counterclockwise,2,900.0,4.2,183.0,1560.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoi4ad6cef8b343c111c40db228c9beaa5c_reduced,208 Sellaronda MTB TOUR clockwise,2,900.0,4.2,183.0,1539.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoi65ea3ca1d89e1547201c7d96b788ab76,20 SEXTEN - Circular Trail Schönfelder ,2,900.0,4.2,183.0,1351.0,0,0,0,0,Sexten/Sesto,other,5,84
smgpoi9603e0996b8a2403e1f836bfe74fff8c,211 Paravis Trail,2,900.0,4.2,183.0,2007.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoi85908de81b6d2cb59035fe45498a381c_reduced,213 - Panoramic-Tour Val Gardena - Seiser Alm,2,900.0,4.2,183.0,1233.0,0,0,1,0,Urtijëi/Ortisei,other,5,106
smgpoieea2e3fead301a98754be17e57eff2d2,213 Seiser Alm/Val Gardena panoramic tour,2,900.0,4.2,183.0,1842.0,1,0,0,0,Kastelruth/Castelrotto,other,5,32
smgpoibfa3bc4aee1b9df02bdd8c71fd82af50,21a SEXTEN - Short circular Trail Waldheim (illuminated),2,900.0,4.2,183.0,1315.0,0,0,1,0,Sexten/Sesto,other,5,84
smgpoifa1c47b2be0960666cd5f9ae74828586_reduced,21a SEXTEN - Night slope Circuito Waldheim,2,900.0,4.2,183.0,1315.0,0,0,0,0,Sexten/Sesto,other,5,84
smgpoi439f45ce0d7b910dd45bca18afa86c5c_reduced,21b SEXTEN - Circuito Moso,2,900.0,4.2,183.0,1323.0,0,0,0,0,Sexten/Sesto,other,5,84
smgpoif54dd091208511d84f8a922ea05ce2f8,21 SEXTEN - Circular Trail Waldheim,2,900.0,4.2,183.0,1315.0,0,0,1,0,Sexten/Sesto,other,5,84
smgpoi4cb4613e43a1f2efe3a7b7d028591ded,223 Clockwise Val Duron tour,2,900.0,4.2,183.0,1542.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoi5721a13b16748733bba356c59b728f04,249 Hofer Alpl loop route,2,900.0,4.2,183.0,859.0,0,0,0,0,Völs am Schlern/Fiè allo Sciliar,other,5,112
smgpoi78e3fd5425aed454defe139567ded23c,253 Seiser Alm Hut Tour,2,900.0,4.2,183.0,1842.0,1,0,0,0,Kastelruth/Castelrotto,other,5,32
smgpoiecf83b1a36b84e339045b4466af3f817,254 Tierser Alpl refuge access road,2,900.0,4.2,183.0,2442.0,0,0,0,0,Kastelruth/Castelrotto,other,5,32
smgpoi127f3e4163c9cbe36e7cb068c88cebb3,255 Schnaggenkreuz Cross loop route,2,900.0,4.2,183.0,859.0,0,0,0,0,Völs am Schlern/Fiè allo Sciliar,other,5,112
smgpoife90a050fcbe6d2472c6455e071b79d9,256 Schnaggenkreuz with Tschafon variant,2,900.0,4.2,183.0,1083.0,0,0,0,0,Völs am Schlern/Fiè allo Sciliar,other,5,112
smgpoi36aae2c6c0e21db2aa6613a3d9bd6bd4,258 Eisacktal I link trail,2,900.0,4.2,183.0,373.0,0,0,1,0,Völs am Schlern/Fiè allo Sciliar,other,5,112
smgpoi9105003845a85526c6d2b273f9d2a44c,259 St. Oswald-Tour,2,900.0,4.2,183.0,1062.0,0,0,1,0,Kastelruth/Castelrotto,other,5,32
smgpoi8e2512af4d751829b301fdb99975a181,25 A Niederdorf/Villabassa - Marathon / Grabach-Dobbiaco/Toblach,2,900.0,4.2,183.0,1210.0,0,0,1,0,Toblach/Dobbiaco,other,5,99
smgpoi4e916175f9dd10fe7f18ed7fd19b614d,25 Cross country ski stadium Toblach/Dobbiaco - Skilift Rienz (connection Niederdorf/Villabassa),2,900.0,4.2,183.0,1215.0,0,0,0,0,Toblach/Dobbiaco,other,5,99
smgpoif94c139ac013b2dda279fa5233af755e,25 Niederdorf/Villabassa - Marathon /border Toblach/Dobbiaco until border Prags/Braies ,2,900.0,4.2,183.0,1218.0,0,0,1,0,Toblach/Dobbiaco,other,5,99
smgpoi50900192a30d473ab50a3f33777d968c,25 Niederdorf/Villabassa - Marathon / Prags/Braies to Nordic Arena,2,900.0,4.2,183.0,1190.0,0,0,0,0,Niederdorf/Villabassa,other,5,59
smgpoi56dcd8121f896292e7b599c4893339dc,"25 Nordic Arena -  Villabassa, statione ",2,900.0,4.2,183.0,1215.0,0,0,0,0,Toblach/Dobbiaco,other,5,99
smgpoi56b4a66ad4ce0b892f7c1817f7b9d65b,260 Tagusens loop route,2,900.0,4.2,183.0,1062.0,0,0,1,0,Kastelruth/Castelrotto,other,5,32
smgpoicd46a5395a86af5e1a9a4dea8f387556,261 Marinzen Tour,2,900.0,4.2,183.0,1062.0,0,0,0,0,Kastelruth/Castelrotto,other,5,32
smgpoic987c9bd57a5ef2105b2f6ceb8e1bad7_reduced,"26 B Villabassa - Cross country ""Sun"" from Niederdorf/Villabassa to Rainerhof",2,900.0,4.2,183.0,1149.0,0,0,0,0,Niederdorf/Villabassa,other,5,59
smgpoidfab63c820db6eb982426e82fc2f6d61,26B Sun track Toblach/Dobbiaco - Niederdorf/Villabassa,2,900.0,4.2,183.0,1212.0,0,0,0,0,Toblach/Dobbiaco,other,5,99
smgpoi16c9cb26822c10d9eeeb96c37e7bfde8,26 C Villabassa/Niederdorf - Cross country Hirbenfeld,2,900.0,4.2,183.0,1148.0,0,0,0,0,Niederdorf/Villabassa,other,5,59
smgpoidc30d2f1e6fcac64e0ce54409d509993,26 Sun tack Toblach/Dobbiaco - Aufkirchen/Santa Maria,2,900.0,4.2,183.0,1213.0,0,0,0,0,Toblach/Dobbiaco,other,5,99
smgpoi1b66acc3ebe4b20e111d02ac25370629,27 A Villabassa - Cross-country Olympia,2,900.0,4.2,183.0,1191.0,0,0,0,0,Niederdorf/Villabassa,other,5,59
smgpoi3381cca553a3acbfeb36d6ff02ac2ab3,27 B Villabassa - Pian di Maia / Maistatt Cross-country ,2,900.0,4.2,183.0,1191.0,0,0,0,0,Niederdorf/Villabassa,other,5,59
smgpoi51f173bfebdf006e9d828323802cf435,282 Duron Valley counter-clockwise,2,900.0,4.2,183.0,1842.0,1,0,0,0,Kastelruth/Castelrotto,other,5,32
smgpoi345f5c5f21873feb9945a9212f088cf2,283 Puflatsch loop route,2,900.0,4.2,183.0,1062.0,0,0,0,0,Kastelruth/Castelrotto,other,5,32
smgpoia63b8d548b707d05e42edae183874585,284 Spitzbühl loop route,2,900.0,4.2,183.0,1842.0,0,0,0,0,Kastelruth/Castelrotto,other,5,32
smgpoi06fea2f0b547a302fb15014bc5742358,285 Tagusens Tour with Moosbühel variant,2,900.0,4.2,183.0,1133.0,0,0,1,0,Kastelruth/Castelrotto,other,5,32
smgpoi4c4a74469ea1c37fb5f383f1c98c1175,286 La Buja Variant,2,900.0,4.2,183.0,1816.0,0,0,0,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,other,5,75
smgpoi07ac85f108e1ea712e810776c99ae5f5,287 Seiser Alm Hut Tour with Rosszähne variant,2,900.0,4.2,183.0,1979.0,0,0,0,0,Kastelruth/Castelrotto,other,5,32
smgpoi94e30eb6d650ea193a1b0893d601fd22,288 Eisacktal Valley II link trail,2,900.0,4.2,183.0,428.0,0,0,1,0,Kastelruth/Castelrotto,other,5,32
smgpoi317796b8fab049b23e715cf80f1dce1d,289 Niger Pass link trail,2,900.0,4.2,183.0,1132.0,0,0,0,0,Tiers am Rosengarten/Tires al Catinaccio,other,5,96
smgpoi7bb1e3430a85731588b0426d662f1bb5,290 Seis am Schlern - Compatsch link trail,2,900.0,4.2,183.0,1842.0,1,0,1,0,Kastelruth/Castelrotto,other,5,32
smgpoi14d1557af5bb48b26988eaaa080dcaeb,291 Völser Aicha - Tiers link trail,2,900.0,4.2,183.0,964.0,0,0,1,0,Völs am Schlern/Fiè allo Sciliar,other,5,112
smgpoif40d83b77f0d3e4fe60ba6092c542f3d,292 Völs am Schlern - Seis am Schlern link trail,2,900.0,4.2,183.0,1011.0,0,0,1,0,Völs am Schlern/Fiè allo Sciliar,other,5,112
smgpoibf7d4c32835d2f9a568213171da71e29,293 Wuhnleger Lake tour,2,900.0,4.2,183.0,1018.0,0,0,1,0,Tiers am Rosengarten/Tires al Catinaccio,other,5,96
smgpoi762c05cb12a0bc4be2d6fd65e0584f99,294 Sellaronda access route,2,900.0,4.2,183.0,1564.0,0,0,0,0,Kastelruth/Castelrotto,other,5,32
smgpoieb437749e4851e2d8308c01e892dcca0,297a Mont Sëura Tour Variante (alternate route),2,900.0,4.2,183.0,1540.0,0,0,1,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoi0b014aed11a4adbfc4fb28fe72664a72_reduced,297 Mont de Seura Tour,2,900.0,4.2,183.0,1400.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,other,5,75
smgpoi0527583c2576ad7144d45307896790bd_reduced,298a Tour San Giacomo-Rifugio Firenze,2,900.0,4.2,183.0,1388.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,other,5,75
smgpoi8eaf762811e2a64133f9301010196108_reduced,298 Rifugio Firenze Tour,2,900.0,4.2,183.0,1391.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,other,5,75
smgpoi6f1997387d043535db1a5df82cfd9885,299 Rifugio Firenze Tour Alternative,2,900.0,4.2,183.0,2119.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoi142dbfabb10ac7226c435ce85a38694e,2 summits made easy – Windspitz and Mittager,2,900.0,4.2,183.0,1895.0,0,0,1,0,Hafling/Avelengo,summer,8,26
smgpoic9b7298f6de8e73eafe9731ab9ea76db,2 peaks tour - Gitsch and Fallmetzer,2,900.0,4.2,183.0,2109.0,0,0,0,0,Vintl/Vandoies,other,5,111
smgpoic8e00d0fb1ef6919d498bde8c9731d2c,2 Madriccio,2,900.0,4.2,183.0,2850.0,1,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoife1549d5a217d86e065fffefcb50d5ed,Two lakes view hike,2,900.0,4.2,183.0,1637.0,0,0,0,0,Rasen-Antholz/Rasun Anterselva,skiing,7,70
smgpoi1717ead3b12a7372720323f74a603c7e,2 Discesa a valle,2,900.0,4.2,183.0,1900.0,0,0,1,0,Stilfs/Stelvio,hiking,4,90
smgpoi82bb5a1aca82113a1edc41fed8d70c46_reduced,300 - Family Tour Val d'Anna,2,900.0,4.2,183.0,1233.0,0,0,1,0,Urtijëi/Ortisei,other,5,106
smgpoi1ef2a009344da123a85471da1829bcb9_reduced,301 - Tour Resciesa,2,900.0,4.2,183.0,1233.0,0,0,1,0,Urtijëi/Ortisei,other,5,106
smgpoi02be616d0f902e5b4ce9914386355464_reduced,302 - Variante Tour Resciesa,2,900.0,4.2,183.0,2013.0,0,0,1,0,Urtijëi/Ortisei,other,5,106
smgpoi1b8a7a2ad7770260d6b8a0ab693006c0,303a Trail Arena Tour,2,900.0,4.2,183.0,1539.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoid3ac0c9068d223baea4f908bd6f8802f,303 Passo Gardena circuit,2,900.0,4.2,183.0,1542.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoia9fb3ce20cc719d8bf1ed9bb832210ae,304 The Passo Gardena circuit alternative,2,900.0,4.2,183.0,1636.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoi3077915939ad082c1e6fd8c2ff2c1648,308 Passo Sella circuit,2,900.0,4.2,183.0,1540.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoia7387e5a562e329aa4bf4b0f479f9dd5,309 Family Trail,2,900.0,4.2,183.0,2007.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoia2e154525c09f491f6fda68b7a29cea1,309 Sassolungo Tour ,2,900.0,4.2,183.0,1542.0,0,0,0,0,Sëlva/Selva di Val Gardena,other,5,92
smgpoie0bcacbf05f46f1627ad03004e163f73,31 Niederdorf/Villabassa - from Niederdorf/Villabassa train station to Welsberg/Monguelfo,2,900.0,4.2,183.0,1160.0,0,0,0,0,Niederdorf/Villabassa,other,5,59
smgpoiec4d82c1b35e6e926dc3aa6ba3d2bfa8,32 Villabassa - Marathon from Niederdorf/Villabassa train station to Prags/Braies ,2,900.0,4.2,183.0,1160.0,0,0,0,0,Niederdorf/Villabassa,other,5,59
smgpoi4b7b8848db574b96e5c1a13ebeaaee09,33A Säge/Segheria - circle - Untergasse,2,900.0,4.2,183.0,1206.0,0,0,1,0,Prags/Braies,other,5,67
smgpoi657fb8fac8f28ff9a51d7ea7b34bd306,34 Bodner - Mösslhof,2,900.0,4.2,183.0,1208.0,0,0,0,0,Prags/Braies,other,5,67
smgpoi453cbf316742b8b1e2130d21afcea4c7,34B St. Veit/San Vito circuit,2,900.0,4.2,183.0,1354.0,0,0,0,0,Prags/Braies,other,5,67
smgpoied1a8e0158a010409f75ef5f81f22a97,354 Latemar Ronda,2,900.0,4.2,183.0,1180.0,0,0,0,0,Welschnofen/Nova Levante,other,5,116
smgpoi6067ecc985b8a8d5fe8c72c3253f1590,356 Lake Carezza Tour,2,900.0,4.2,183.0,1181.0,0,0,0,0,Welschnofen/Nova Levante,other,5,116
smgpoi42fd7afc1bafbc3282634679fc80cce1,357 Pumpline and Carezza Trail,2,900.0,4.2,183.0,1743.0,1,0,0,0,Welschnofen/Nova Levante,other,5,116
smgpoia1eb464f6a075af2c221e32b2f9d2f1b,358 Farm Tour ,2,900.0,4.2,183.0,1181.0,0,0,0,0,Welschnofen/Nova Levante,other,5,116
smgpoi5b0dc6fc3d4aafc5aa9103030c8c8a61,359 King Laurin Trail Tour,2,900.0,4.2,183.0,1160.0,0,0,0,0,Welschnofen/Nova Levante,other,5,116
smgpoia011861a45df68cecdd718c4c18808ea,35 Circle at Schmieden/Ferrara,2,900.0,4.2,183.0,1216.0,0,0,1,0,Prags/Braies,other,5,67
smgpoiad66af7d721bf0226dba95b520e82647,360° Alta Val Venosta: Glorenza/Glurns - Tubre i.V.M./Taufers i.M.,2,900.0,4.2,183.0,1244.0,0,0,0,0,Glurns/Glorenza,other,5,23
smgpoi8904248450664716da2da467244b5cc6,360° Alta Val Venosta: Mazia/Matsch - Sluderno/Schluderns,2,900.0,4.2,183.0,917.0,0,0,0,0,Mals/Malles,other,5,45
smgpoi472589a22ae4707ac013b4006ce50ad9,360° Alta Val Venosta: Planol/Planeil - Mazia/Matsch,2,900.0,4.2,183.0,1564.0,0,0,0,0,Mals/Malles,other,5,45
smgpoif4c7522586eb4d2550c7bd9904f69058,360° Alta Val Venosta: Prato allo Stelvio/Prad am Stilfserjoch - Glorenza/Glurns,2,900.0,4.2,183.0,908.0,0,0,0,0,Prad am Stilfser Joch/Prato allo Stelvio,other,5,66
smgpoif19ba2ecb97badff8a681b56a41adfff,360° Alta Venosta: Prämajur - San Valentino alla Muta,2,900.0,4.2,183.0,1463.0,0,0,0,0,Mals/Malles,other,5,45
smgpoi1c2c4b1f4345171d7f1a98fdab3b439f,360° Alta Val Venosta: Reschen - Graun - San Valentino  ,2,900.0,4.2,183.0,1555.0,0,0,0,0,Graun im Vinschgau/Curon Venosta,other,5,24
